id,title,author,day,genre,story,score,platform
297,"주님, 악마가 되게 해주세요!",불사 / 용가리,금,"스토리, 개그","생활고의 마녀로 불리는 소녀, 백모란. 사실 그녀의 정체는 벌을 받아 인간으로 태어난 전직 악마다. 몇 번의 생을 되풀이해도 인간으로 태어나는 윤회의 굴레에서 벗어나고자 이번 생에는 전생들과는 다르게 착하고 인간다운 삶을 살고자 한다. 하지만 본성은 악하고, 세상은 그녀를 착하게 내버려두지 않는다. 과연 모란은 이번 생에 다시 악마로 돌아갈 수 있을까?",9.96,네이버 웹툰
298,거래,우남20,금,"스토리, 스릴러","고등학교 동창인 준성, 재효, 민우는 오랜만에 만나 술자리를 가진다. 얼마 후, 술에 취해 영 정신을 못차리는 민우를 재효의 자취방에서 재우다가 민우의 핸드폰으로 걸려 온 한 통의 전화를 받게된다. 그 후, 얼떨결에 민우의 납치범 행세를 하게된 재효와 준성! 그들은 과연 무사히 몸값을 받아낼 수 있을까?",9.721,네이버 웹툰
299,사람의 조각,신의철 / 천범식,금,"스토리, 스릴러","인간으로서의 의식은 돌아왔지만, 이미 육체는 썩어 죽어가는 치유된 좀비 들. 생존한 인간들을 사냥한 후, 온전한 신체를 이식받는 것만이 살아남을 수 있는 유일한 방법이다. 조각난 정신과 조각난 육체, 조각난 인간성 이미 깨져버린 사람의 조각 들만 남은 치유자들의 처절한 생존기!",9.94,네이버 웹툰
300,너의 미소가 함정,앵고,금,"스토리, 로맨스",살기 뿜뿜 살벌한 여자 차백합과 빛나는 외모를 가린 남자 안기유! 운명처럼 짝이 된 둘의 난감 빠방 스쿨 라이프!,9.986,네이버 웹툰
301,악몽일기,육공,금,"옴니버스, 스릴러","섬뜩한 악몽을 기록해둔 옴니버스식 공포 스릴러! 과연 이것은 악몽일까, 현실일까? 평범했던 주인공들의 삶이 기이한 악몽으로 변해간다.",9.78,네이버 웹툰
302,다름이 아니라,해미,금,"스토리, 드라마","어린 시절, 반 아이들에게 다름 의 초능력을 자랑하려다 거짓말쟁이로 몰리게 된 천수 . 그 후 동네를 떠났던 천수는 7년 만에 다시 돌아오게 되고 전학 간 학교에서 다름과 재회한다. 반가운 다름과 반대로 천수는 계속 다름을 피하기만 하는데... 넌 다름이 아니라 외계인이잖아!",9.7,네이버 웹툰
303,몽홀,장태산,금,"스토리, 시대극",차갑고 척박한 땅 몽홀 그 곳에서 펼쳐지는 감동의 대서사시,9.246,네이버 웹툰
304,태권보이,김우준,금,"스토리, 스포츠","성적도 장래희망도 애매모호, 뭐든 설렁설렁 대충이지만 알고 보면 태권도 고수인 주인공 김인 . 주변에서는 겨룰 자가 없을 만큼 출중한 실력을 자랑하지만 어쩐지 선수는 되려 하지는 않는다. 태권도는 사랑하지만 겨루기는 제기차기라고? 그런 인에게 운명처럼 찾아온 태권도계의 슈퍼루키 김민석과의 단 한 번의 겨루기. 이제 그들은 이기기 위해, 제대로 싸우기 위해 새로운 태권도 겨루기의 장에서 맞선다!",9.922,네이버 웹툰
305,도무지 그애는,게코,금,"스토리, 드라마","생계를 위해 아르바이트 전선에 뛰어들었으나 계속 거절만 당한 무지는 지푸라기라도 잡는 심정으로 오! 해피마트 시식 아르바이트를 시작한다. 낯선 환경에 주눅이 들지만, 거칠었던 그 곳의 첫인상이 조금씩 바뀌어 가는데.. 세상을 배워가는 수많은 그 애 들의 이야기",9.983,네이버 웹툰
306,킬러방 : 퍼스트 킬,김아가,금,"스토리, 액션","특수부대 출신이지만 평범한 회사원 방의강. 아내가 싸이코패스를 만나 간신히 도망친 사건을 계기로 범인을 잡겠다고 나서지만 오히려 그들에게 잡히고 만다. 하지만 범인들은 서로 싸우다 죽어버리고, 그 때 방의강의 앞에 한 남자가 나타나 킬러컴퍼니에 입사하라며 명함을 건네는데... 사고사 전문 성장형 킬러 방의강의 통쾌한 살인청부 스토리가 펼쳐진다.",9.634,네이버 웹툰
307,방과후 선녀,이윤후,금,"스토리, 드라마","인간의 믿음이 없으면, 우리는 존재할 수 없어. 신기를 타고났지만 신내림을 거부하며 살아온 소녀, 신선녀. 어느 날 그에게 두 신령이 찾아와 무당이 될 것을 요구한다. 예전과 같은 권능을 다시 되찾게 해준다면 소원을 한 가지 들어주겠다고 제안하는 신들. 선녀는 평화로운 방과 후를 보낼 수 있을까?",9.966,네이버 웹툰
308,아찔한 전남편,"별규, 기뭉 / 여백",금,"스토리, 로맨스","국민 여배우 하은설. 여배우 전성기 시절 남편과 첫눈에 반해서 결혼했고, 1년 만에 헤어졌다. 대한민국 톱배우였던 하은설의 입지는 바닥까지 추락했다. 하지만 하은설, 악착같이 일어나 재기에 성공했다! 그리고 4년 뒤, 그가 다시 나타났다. 전남편의 유혹에 넘어가지 않기 위한 은설의 힘겨운 사투! 과연 성공할 수 있을까?",9.89,네이버 웹툰
309,썸내일,봉수,금,"스토리, 드라마","연애 리얼리티 쇼 썸내일 에 출연한 이보배 와 오한주 . 두 사람의 러브라인은 연일 화제의 중심이었고, 프로그램 역시 절정의 인기를 끈 채 종영한다. 그러나 보배에게는 사실 진짜 남자 친구가 따로 있었고, 그 사실이 를 통해 퍼져 나간다.",9.96,네이버 웹툰
310,빨리감기,포르토 / 홍준기,금,"스토리, 스릴러",시간을 빨리감을 수 있는 명지는 하굣길에 시간을 빨리 감았다가 방금 죽어버린 친구를 앞에 둔 채 정신을 차린다. 영문을 몰라 당황하는 그녀의 앞에 누군가 나타나는데... 시간을 조종할 수 있는 또 다른 능력자들의 위협으로부터 명지는 자신과 주변을 지키기 위한 긴박한 싸움을 시작한다.,9.907,네이버 웹툰
311,팬시X팬시,인미,금,"스토리, 로맨스","어렸을 적부터 팬시 덕후로 살아온 한백지, 자신만의 팬시를 만들기 위해 팬시 디자이너가 되었다! 그러나 현실은 노답... 팬시 디자이너만 되면 좋아하는 건 뭐든 다 만들 것 같았는데. 현실과 타협하면서 점점 꿈을 잃어가는 백지는, 온스타그램에서 너무나 좋아하는 도토리라떼 의 그림을 보며 하루하루 힐링한다. 어느 날, 회사에 잘 생기고 일 못하는 신입 후배가 들어온다. 어쩌다 그가 바로 자신에게 늘 영감을 주었던 도토리라테 라는 걸 알고 놀라는 백지! 이제 드디어 그녀는 도토리라테 와 함께 새로운 도전을 하기 시작하는데...",9.948,네이버 웹툰
312,트럼프,이채은,금,"스토리, 판타지","사형 위기에 직면한 수배범 아버지와 세상 누구보다 존경하는 단장님 사이, 소년의 갈등이 시작된다. 트럼프 시즌4!",9.971,네이버 웹툰
313,백년게임,하람 / 지야,금,"스토리, 판타지","당신의 게임은 여기까지군요 백 년마다 열리는 소원 그 이상을 이뤄주는 대회, 최종 우승자는 단 한 명. 소년 한시준, 가족을 구하기 위해 모든 것을 걸고 치열한 전투에 뛰어든다.",9.799,네이버 웹툰
314,나쁜 쪽으로,오은 / 이세릴,금,"스토리, 드라마",학급 회비를 훔친 오해를 받는 선에게 마리는 책임을 묻는 대신 기묘한 제안을 한다. 그것은 구원의 손길이었을까 지상최대공모전 장려상 수상작! 나쁜 쪽으로,9.891,네이버 웹툰
315,꽃 피우는 남자,양하,금,"스토리, 로맨스",전남친에 대한 미련을 버리지 못하고 있는 대학생 한소이는 복잡한 마음을 정리하고 학업에 집중하려 한다. 학교 수업에 쓰기 위해 동네 어르신을 통해 화분을 얻는 소이. 그런데 사실 그 화분은 어떤 남자의 영혼이 갇혀있는 저주받은 화분이었다.,9.97,네이버 웹툰
316,구주의 시간,송극장,금,"스토리, 드라마","동생이 죽었다. 장례식이 끝난 뒤, 동생이 비밀 커뮤니티 어플을 통해 몰래 사람들을 만나고 다닌 기록을 발견한다. 어플 안의 모두가 용의자다.",9.968,네이버 웹툰
317,"행운을 빌어요, 용사님!",송현주,금,"스토리, 로맨스","전생에 무찌른 마왕이 현생의 직장 상사?! 마왕을 무찌른 용사의 기억을 가지고 다시 태어난 평범한 직장인 백영웅! 용사의 기억이 도움이 된 건 어릴 적 웹소설을 썼을 때뿐! 영웅은 현실에서 쓸모없는 전생의 기억을 아쉬워하며 가까스로 대기업인 대룡 의 대표 이사 비서실에 취직한다. 그런데 처음 만난 대표 이사 도연화에게 전생에서 경험한 적 있는 긴장감과 떨림을 느끼는데 ? 이건 마치, 아주 강한 마수를 마주했을 때와 같아 !! 전생 마왕, 대표 이사와 전생 용사, 말단 비서의 지독하게 얽힌 로맨스!",9.81,네이버 웹툰
318,"찬란하지 않아도 괜찮아, 새벽",까마중,금,"에피소드, 드라마","대학 졸업 후 3년, 스물일곱이 된 찬란 . 문화기자로 활동하며 오랜 연인 도래 와 연애를 이어나가고 있다. 모든 게 괜찮은 듯 보이지만, 불쑥불쑥 삶을 위협하는 상처의 조각들. 밤이 지나면 아침이 오는 줄 알았는데, 아직은 안개 낀 새벽을 지나야 한다. 여전히 찬란하지 않아도 사랑하고, 살아가는 찬란이의 일상 고백록.",9.978,네이버 웹툰
319,진짜 정말 맹세코 좋아해,개차반 / 잠괴물,금,"에피소드, 로맨스",내 눈 앞에서 사람을 죽인 정체모를 여자. 그녀가 오늘부터 나를 사랑 하겠다는데?! 약간은 무섭고 약간은 신경쓰이는 정체불명 그녀에게 사랑받는 구주오의 생존 일대기.,9.967,네이버 웹툰
320,합법해적 파르페,뼈피살,금,"스토리, 판타지",비범한 공주님 파르페의 신묘한 모험 판타지,9.96,네이버 웹툰
321,강림전기 개정기,철무장미 / 장군,금,"에피소드, 액션","얼굴 학력 성품 모든 것이 완벽한 전교 1등 우등생 하린. 그런 그의 옆자리를 차지한 괴상한 전학생이, 오늘부터 하린을 죽이겠다는데?! 무협 소설 강림전기 에서 튀어나온 악마, 최강림과의 파란만장 학교생활 판타지.",9.896,네이버 웹툰
322,매지컬 메디컬,지공,금,"스토리, 드라마",날 구하러 온 마법 세계 힐러,9.847,네이버 웹툰
323,도깨비 고개,이뫄,금,"옴니버스, 판타지","낙엽 사이의 붉은 보석과 여름 햇살로 사라진 친구. 꽃봉오리 속 비밀을 숨긴 이와 첫눈을 기다리던 남자. 이들이 원하는 건 나일까, 나를 죽이는 것일까. 뒤섞인 계절들로 이어지는 네 가지의 단편 이야기.",9.821,네이버 웹툰
324,호랑이형님,이상규,토,"스토리, 판타지",신비한 힘을 가진 아이를 이용하여 세상을 지배하려는 반인반수 흰눈썹! 그리고 얼떨결에 아이의 보호자가 된 괴물호랑이 빠르와 착호갑사 지망생 가우리! 이제 힘을 합쳐 흰눈썹으로부터 아이와 세상을 지켜라!!!,9.471,네이버 웹툰
325,프리드로우,전선욱,토,"스토리, 드라마",한태성을 중심으로 벌어지는 다양한 청춘들의 스펙타클한 학원 시트콤 드라마,9.683,네이버 웹툰
326,스퍼맨 : 전하지 못한 이야기,하일권,토,"스토리, 판타지",현자단으로부터 또 한번 인류를 구한 스퍼맨이 이번엔 밀실에 갇혔다? 낯선 곳에서 눈을 뜬 스퍼맨에게 닥친 현실은 밀폐된 공간과 사라진 동료들. 각종 요상하고 민망한 ? 함정과 트랩을 맞닥뜨린 스퍼맨은 새로운 능력자들을 만나 위기를 해결해가는데... 과연 살아서 이 곳을 탈출할 수 있을 것인가!,9.906,네이버 웹툰
327,취사병 전설이 되다,제이로빈 / 이진수,토,"스토리, 판타지","대한민국 대표 흙수저, 강성재. 불안하기만 한 군생활에 한줄기 빛처럼 다가온 전설의 취사병이 될 기회!",9.898,네이버 웹툰
328,광장,오세형 / 김균태,토,"스토리, 액션",군계일학 정점에서 조직을 떠난 기준. 15년만에 홀로 복귀한다.,9.977,네이버 웹툰
329,망나니 소교주로 환생했다,"대은호,재무 / 전마두",토,"스토리, 판타지","무림의 정쟁에 휘말려 독살당한 고금 제일의 기재, 양자각. 분명 죽은 줄로 알았으나 정신을 차리게 되고, 자신이 다른 사람의 몸에 들어와 있다는 것을 알게 된다. 알고 보니 자신이 있는 곳은 마교, 익힌 무공은 천마신공, 이 몸의 주인은 여색을 탐하고 악귀보다 더한 짓을 하는 망나니 소교주? 왜 하필이면 마교에다 이 사람인가!?",9.855,네이버 웹툰
330,최면학교,박은혁,토,"스토리, 개그","지금부터 당신은 최면에 빠집니다... 최면능력을 가진 주인공 김찬규는 여자에게 인기를 얻고 싶어 열심히 최면을 이용해보지만 매번 뜻대로 되지 않는다. 거듭되는 실패 속에 만난 비범한 능력의 소녀와 김찬규, 특별하지만 안타까운 그들의 이야기. 이것은 개그만화가 아닙니다!",9.708,네이버 웹툰
331,욕망일기,김주인 / 박태준 만화회사,토,"옴니버스, 스릴러","단편 옴니버스 외모지상주의 인생존망 싸움독학 의 뒤를 이은 박태준 작가가 참여한 신작! 인간이라면 누구나 가질 법한 욕망, 그리고 그 끝은 과연 행복일까, 파멸일까... 그가 그리는 새로운 세계로 빠져들어가보자",9.793,네이버 웹툰
332,힙한남자,혜니,토,"스토리, 로맨스","국내 요가복 회사 2위 립앤힙 의 대표인 성가은, 그토록 찾던 물복반 딱복반 엉덩이를 만나다..?! 구구까까 혜니 작가의 신작!",9.938,네이버 웹툰
333,스터디그룹,신형욱 / 유승연,토,"스토리, 액션",우등생을 꿈꾸는 최강 소년의 고교액션활극. 공부를 잘 하고 싶지만 애석하게도 싸움 실력에만 재능이 몰빵된 고등학생 윤가민. 똥통학교 유성공고에서 스터디그룹을 만드는데 . 그와 스터디 멤버들의 진짜로 피튀기는 입시이야기!,9.957,네이버 웹툰
334,나이트런,김성민,토,"스토리, 판타지",우주력 430년. 성간이동이 가능해져 별과 별을 이동하는 시대 인간은 괴수와 싸우고 있다. 기사와 함께.광활한 우주를 배경으로 판타지 가 다가온다.,9.102,네이버 웹툰
335,나를 바꿔줘,이지호 / 호띠,토,"스토리, 드라마","수상한 생명보험에 드는 조건으로, 하루 아침에 내가 원하는 외모로 살 수 있게 된다면? 인생을 바꾸기 위해 얼굴을 훔치다!",9.854,네이버 웹툰
336,청춘 블라썸,홍덕 / NEMONE,토,"옴니버스, 로맨스",이제 막 청춘을 시작하고 있는 아이들. 봄으로 가기 위한 그들의 성장통.,9.979,네이버 웹툰
337,반드시 해피엔딩,"플아다, 불사 / 재림",토,"스토리, 로맨스","쇼윈도 부부를 끝내는 날, 남편이 죽었다. 슬픔에 잠긴 아내, 연우에게 100일의 시간이 다시 찾아온다! 연우는 남편, 선재의 죽음을 막기 위해 고군분투하는데 두 번째 인생에서야 겨우 시작된 진짜 결혼생활. 뒤늦게 썸 타는 부부의 아슬아슬 안달복달 생명유지 로맨스. 이번 생은 내가 반드시 해피엔딩으로 해줄 거예요!",9.94,네이버 웹툰
338,어글리후드,미애,토,"스토리, 판타지","외계인이 유일신으로 군림한 미친 세상, 바꾸고싶다면 사탄이 되어라",9.972,네이버 웹툰
339,은둔코인,HD3,토,"스토리, 드라마","은둔형 외톨이이자 완포세대인 청년 구석기 . 무리하게 투자한 코인은 떡락하고, 하루하루 무의미한 삶을 보내던 어느 날. 집에 처박혀 허송세월 흘려버린 날들을 능력치로 교환할 수 있는 기적의 은둔코인 앱을 얻게 되는데. 과연 석기는 포기하며 살아온 것들을 다시 손에 넣을 수 있을 것인가!",9.795,네이버 웹툰
340,좀비 파이트,이저녁,토,"스토리, 액션","이안은 삶이 힘들어질수록 감정을 끄며 버텨낸다. 아버지의 폭력과 빚더미 뿐인 집안... 불행은 계속되었고 그의 신체는 점점 무감각해졌다. 통증까지 무감각해진 이안은 우연히 불법 격투 현장을 지나가다 제안을 받는다. 경기에 참가하면, 이 바닥에 있는 돈 전부 줄게. 불법 격투 경기장에서 살아남아야만 하는 그의 생존기가 시작된다!",9.946,네이버 웹툰
341,탑코너,윤성 / 라군,토,"스토리, 스포츠",수학 천재의 킥오프! 꿈을 좇는 소년들의 축구드라마,9.893,네이버 웹툰
342,피라미드 게임,달꼬냑,토,"스토리, 스릴러","매달 마지막 주 목요일 5교시, 잔혹한 서열게임이 시작된다. 이 섬뜩한 교실에서 전학생 성수지는 살아남을 수 있을까?",9.973,네이버 웹툰
343,아홉수 우리들,수박양,토,"스토리, 로맨스","연애, 직장, 시험 어느 하나 뜻대로 되지 않는 29살 봉우리, 차우리, 김우리. 제대로 걸렸다! 아.홉.수! 우리들의 팩트폭행 로맨틱 코미디!",9.98,네이버 웹툰
344,지옥급식,둘기마요,토,"에피소드, 액션","힘의 논리로 지배되는 학교, 폭력에 노출된 학생과 방치하는 교사들... 그곳에 양아치를 싫어하는 전학생이 왔다! 안전한 학교를 만들기 위한 전학생의 구조조정은 과연 성공할 수 있을까?",9.854,네이버 웹툰
345,지구식 구원자 전형,외투 / 하정수,토,"스토리, 판타지",지구의 폐쇄 안내와 게이트를 통해 등장하는 끔찍한 존재들. 인간의 존엄이 짓밟히는 파멸 속에서 세상을 구하려는 구원자 박정우의 일대기가 시작된다.,9.72,네이버 웹툰
346,"나태 공자, 노력 천재 되다","doip, 이등별 / 도도문",토,"스토리, 판타지",잠을 도피처로 삼아 온 소년 아이른 파레이라. 사람들은 그를 나태 공자라 부르며 조롱했지만 그는 변할 생각이 없었다. 어느 날 어느 검사의 꿈을 꾸기 전까지는... 그것은 그저 묵묵히 수십 년간 검을 휘두르며 단련하는 한 재능 없는 사내에 관한 꿈이었다.,9.939,네이버 웹툰
347,태백 : 튜토리얼 맨,이난 / 백세,토,"스토리, 판타지",초보스킬만 .999! 자아를 갖게 된 튜토리얼 의 모험기!!,9.94,네이버 웹툰
348,메트로헌터,두엽 / 척준경,토,"스토리, 판타지",대한민국의 수도인 서울. 지하철역 곳곳에서 정체를 알 수 없는 몬스터들이 나타났다. 하지만 걱정하지 마라 이 위기에서 당신을 구원해 줄 해결사들이 있으니까. 우리는 그들을 메트로 헌터 라고 부른다!,9.389,네이버 웹툰
349,감 비서가 고장났다,"파란드, 퀀퀀 / 퀀퀀",토,"스토리, 로맨스","언제나와 같은 야근길, 붕어빵 사고 남은 돈으로 지른 로또에 무려 1등으로 당첨된 유은 . 워라밸 없기로 악명높은 사장 도혁 의 비서 일부터 당장 때려치우려 했지만 제가 요즘 감 비서 생각으로 머릿속이 가득 차 있거든요. 사장님이 고장났 아니, 밑도 끝도 없이 말랑말랑해졌다? 이제 와서 사람 흉내내도 소용없다며 밀어내려해도, 미남계를 곁들인 콤보 공격에 점점 흔들리는 유은. 그녀는 알까, 도혁도 똑같은 생각을 하고 있다는 것을. 감 비서가 고장났다. 반드시 원래대로 고쳐놓고 말겠어.",9.801,네이버 웹툰
350,공유몽,주신 / 유령선,토,"스토리, 판타지",자각몽을 뛰어넘은 또 다른 꿈의 세계가 있다면? 꿈을 빼앗긴 자들이 모이는 곳,9.944,네이버 웹툰
351,왕년엔 용사님,고샤 / 솔렘,토,"스토리, 판타지","동네 슈퍼 아줌마 명옥 에게 어딘가 낯익은 불청객이 찾아온다. 뭐?! 마왕을 봉인해달라니, 난 올해로 49살이라고!! 2019 최강자전 대상 수상작!",9.95,네이버 웹툰
352,웰캄투실버라이프,솔녀,토,"에피소드, 일상","보고만 있어도 힐링되는 할아버지, 할머니와의 일상! 라떼는 말이야 금지!! 황혼 청춘의 본격 소통 이야기",9.973,네이버 웹툰
353,먹이,외눈박이 / 박수봉,토,"옴니버스, 스릴러",불길한 것들이 현실로 넘어오기 시작했다 귀신을 보는 아이들과 그들이 겪는 악몽 같은 이야기들.,9.939,네이버 웹툰
354,남편을 만렙으로 키우려 합니다,"누오바, 유기농 / 컬린",토,"스토리, 로맨스","무심한 남편 때문에 외롭게 삶을 마감한 앰버. 회귀하여 결혼 첫날밤으로 돌아온다 ! 전생을 되풀이하지 않기 위해 가난한 공작가를 부흥시키고, 남편과 깔끔하게 헤어지려 하는데 부인이 내키시는 대로 저를 대해주십시오. 180도 달라진 남편의 모습에 당황스럽다!",9.962,네이버 웹툰
355,단편.zip,웹툰작가,토,"옴니버스, 드라마","짧고 강렬하고 신선한 단편 모음 . 장르, 소재, 설정, 길이 제한 없음! 매주 새로운 단편들이 공개된다!",9.655,네이버 웹툰
356,남자주인공의 여자사람친구입니다,류희온 / 카콘,토,"스토리, 로맨스",어느 날 눈을 떠보니 소설 속 악녀로 환생 해버렸다 ?! 살기 위해서는 남자 주인공을 피해야만 한다!,9.959,네이버 웹툰
357,내게 필요한 NO맨스,마그네슘,토,"스토리, 로맨스",베프의 결혼식에서 나 혼자 솔로임을 알게 된 아연. 아연은 혼자 남을 두려움에 신을 원망한다. 그리고 갑자기 엄청난 남자들과 엮이기 시작하는데..? 2019 지상 최대 공모전 3기 장려상 수상작!,9.984,네이버 웹툰
358,왕세자 입학도,무번,토,"스토리, 드라마","조선 후기, 성균관에 자그마한 신참이 들어온다! 모종의 이유로 정체를 숨기고 성균관 유생이 된 왕세자가 보고 겪는 체험! 민중의 현장!",9.984,네이버 웹툰
359,군주,박산하,토,"스토리, 스포츠",천식 환자 제갈길 은 종합격투기 선수였던 형의 원한을 갚기 위해 필사적으로 를 배운다. 카이저 헤비급 세계챔피언 라이버다크게세이라 에게 도전하기 위해 무수한 강자들과 싸우며 꺾어 가는 전투과정이 펼쳐진다.,8.621,네이버 웹툰
360,같은 학교 친구,유유,토,"스토리, 로맨스",항상 바른 자세를 하는 같은 반 친구 겨울이. 요한이는 그런 겨울이가 왠지 신경 쓰인다. 그때 마침 짝이 된 두 사람. 가까워진 자리만큼 마음의 거리가 좁혀져 간다. 두근대는 심장 소리. 피어오르는 얼굴의 이 열기를 뭐라고 부르면 좋은 걸까? 어쩔 줄 모르는 소년소녀의 첫사랑 이야기.,9.977,네이버 웹툰
361,"저무는 해, 시린 눈",MURO,토,"스토리, 드라마",태양의 신 카리야의 가호를 받은 마녀 힐데가르 . 고향을 잃은 북부인 에르킨 은 마녀를 쫓아 이름 없는 성으로 향한다.,9.967,네이버 웹툰
362,중매쟁이 아가 황녀님,"지미신,박카린 / 박카린",토,"스토리, 로맨스","피폐 소설 속 아가 황녀로 환생하게 된 주인공은, 자신을 키우면서 고생하는 이모를 위해 폭군 남주인 삼촌이 있는 궁으로 들어설 결심을 한다. 그런데 실제로 만난 삼촌은, 그저 애정결핍이 쪼 끔 있어보일 뿐인데..? 이모도 사랑하고 삼촌도 사랑하는, 아가 황녀님의 러블리 중매 소동",9.957,네이버 웹툰
363,동네몬스터,이현민 / 이세형,토,"스토리, 액션",화려한 과거의 아저씨 정의의 고등학생 두 명의 몬스터가 동네의 평화를 지킨다!,9.893,네이버 웹툰
364,율리,돌배,토,"스토리, 드라마",신의 사원의 대도서관 관장인 쿠무치는 한 노예시장에서 율리라는 이름의 아이를 데려온다. 사원의 일꾼 대신 율리에게 맡겨진 임무는 이웃나라로 함께 가서 사원의 지도자인 하늘스승 의 후계자를 찾아 데려오는 것이다. 쿠무치와 율리는 신의 사원을 나와 동쪽으로 떠나는 먼 길을 떠난다. 두 사람은 여행길에 여러 다양한 사람들을 만나고 여러 나라를 거쳐 여행한다. 그리고 그들은 드디어 찾고 있었던 작은하늘스승 을 만나게 된다.,9.979,네이버 웹툰
365,압락사스,247,토,"스토리, 스릴러",사이비 종교가 장악한 지역. 그곳에선 무자비한 살인마 황호인의 범죄와 함께 전염병까지 번져나간다. 꼬일대로 꼬인 악의 연대기.,9.811,네이버 웹툰
366,함부로 대해줘,선우,토,"스토리, 로맨스",지금도 조선시대는 이어지고 있다?! 성산마을에서 온 철벽남 제자 신윤복과 저돌적인 직진녀 스승 김홍도의 본격 디펜스 로맨스.,9.943,네이버 웹툰
367,팔려 온 신부,"지기, 시크크 / 지기",토,"스토리, 로맨스","고군분투 성장 사극 로맨스! 오백 냥, 그 돈의 값어치를 다할 때까지 그대는 내 신부다. 조선 최대 화룡 상단의 대행수 최태웅. 세상의 모든 걸 돈으로 사고팔던 그가 과연 신부까지 돈으로 살 수 있을까?",9.915,네이버 웹툰
368,"나를 길들여 봐, 차비서",글쓰는 귀신 / 홍주,토,"스토리, 로맨스","개망나니 재벌2세를 사람 만들면 3억을 받는다! 뛰어난 외모와 우월한 피지컬을 가졌지만 망나니처럼 행동하는 재벌2세 강주원을 간신히 사람 구실하게 만들어놨더니, 나 좋다고 달려드니 이를 어째! 돈만을 위해 악착같이 살아온 차영애는 3억과 사랑 사이에서 갈피를 잡기 어렵다.",8.391,네이버 웹툰
369,키스 식스 센스,갓녀 / 조코봉,토,"스토리, 로맨스","키스하는 순간 미래가 보인다! 키스하면 미래가 보이는 예술은 실수로 상사 차민후 팀장의 목에 키스를 한다. 그 순간 예술은 미래에 차민후와 함께있는 자신의 모습을 보게 되는데 그런데 왜 하필 침대에서 뒹구는 모습인 거야?! 썸은 커녕 언젠가 회사 그만 둘 때 꼭 뒷통수 한 대 후려치고 갈 생각이었는데 ! 어떻게든 끔찍한 미래가 현실이 되지 않게 열심히 부정해보지만 이 남자, 자꾸만 나한테 다가온다! 원수보다 못한 우리 사이, 진짜 로맨스가 있긴 한 거야?! 아슬아슬, 화끈한 초감각 로맨스 키스 식스 센스 .",9.951,네이버 웹툰
370,오늘부터 천생연분,노승아 / 달노도,토,"스토리, 로맨스",떠오르는 스타이자 오랜 소꿉친구인 소다경 과 지민우 스캔들에 휘말려 시작한 공개 비즈니스 연애 가 급속도로 결혼 까지 발전한다! 하지만 일사천리로 진행된 이 결혼 어딘가 수상한데...?!,9.927,네이버 웹툰
371,주욱 같은 하루,미티 / 민영,토,"스토리, 드라마","구남친과 절친의 배신에도 악착같이 인생을 살아온 오내리 어느 날부터 매일 밤 12시가 지나면 아무도 그녀의 하루를 기억하지 못한다. 하지만 1000일이 지난 끝에 그녀의 어제를 기억하는 웹툰작가 지금일 이 나타나고, 그녀는 쓰레기 같은 구남친 현재승 에게 웹툰으로 복수하기로 하는데..",9.706,네이버 웹툰
372,더 나우,이니,토,"스토리, 스릴러","10년 전의 순진한 나를 만났다. 내가 다 고쳐줄게, 우리 인생 과거 사건으로 인한 트라우마로 결국 28살에 스스로 죽음을 택한 권지금 그러나 정신차려보니 끔찍한 그 일 이 발생하기 직전인 10년 전 과거로 돌아와있고, 열 살 어린 자기자신과 마주하게 되는데... 그녀는 행복해질 수 있을까?",9.909,네이버 웹툰
373,좋은데 어떡해,여은,토,"스토리, 로맨스","맘에 드는 사람이 생기면 일단 표현하고 직진하는 탓에 짝남, 썸남에게 전부 차이기만 하고 연애를 좀처럼 시작할 수가 없는 정연우. 그런데 갑자기 연우에게 남자들이 다가온다...?! 중학교 동창 서지완, 같은 과 동기 권우주, 동아리 선배 강하경까지! 이번엔 연애를 시작할 수 있을까?",9.723,네이버 웹툰
