,id,title,author,day,genre,story,serial,platform
63,63,이름 없는 가게,하몽,목,판타지,"원하는 물건은 뭐든 구해주는 가게? 그러나 그 물건을 사용하는 데는 엄청난 대가가 따른다. 때로는 행복을, 때로는 파멸을 부르는 영력이 담긴 물건들을 다루는 수수께끼의 가게, 그리고 더욱 미스터리한 주인의 정체는 무엇인가!",O,레진코믹스
64,64,구최애로부터 비밀을 사수하라!,네치 / 선마,목,로맨스,"과거 아이돌 팬픽 작가로 꽤 유명했던 민아 는 자신의 글 쓰는 능력을 갈고 닦아 비엘 소설 작가로 데뷔하여 성공한다. 그러던 어느 날 자신이 덕질했던 아이돌 류우빈 이 일반인이 되어 본인의 담당 편집자로 나타난다. 졸지에 덕밍하게 생긴 민아는 그 사실을 감추려 노력하지만, 누군가의 폭로로 인해 자신이 우빈의 극성팬이였던 걸 들키게 되는데...?! 염원하던 아이돌과의 만남은 과연 악연일지, 필연일지?!!",O,레진코믹스
65,65,바나나툰,와나나,목,일상,친구 잘 팔아먹는 만화. 아버지가 극찬하신 ? 만화. 즐거운 와나나의 일상을 바나나 껍질 벗기듯 낱낱이 까보는 만화.,O,레진코믹스
66,66,집사랑,김첨지,목,BL,"박배우 김남팬 김첨지 작가의 화제의 기대 신작! 오로지 남자 집사들만 고용되는 대저택에서 벌어지는 우당탕탕 좌충우돌 해프닝들!! 살짝 까칠하지만 프로페셔널한 집사장 후보 아서, 그리고 그런 아서만을 바라보는 라이언과 당돌한 야망의 소유자 막내 올리버까지..! 이 셋을 포함한 개성 강하고 매력적인 8명의 집사가 주인님을 모시기 위한 노력들을 지켜봐 주세요.",O,레진코믹스
67,67,방과후에 3,권골수,목,미스터리,"방과후에 3부작 대망의 마지막 시리즈! 더 커진 스케일과 갈등. 그리고 뒤늦게 밝혀지는 진실들.. 그는 정말 돌이킬 수 없는 짓을 저질렀을까? 친구들이 살해당하고 위험한 상황 속에서도 침착하게 살인범을 잡아왔던 준휘. 그러나 너무 깊이 관여해 버린 걸까? 살인범들의 조직이 그의 영리함을 주시하게 되면서, 자신도 언젠가 그들처럼 되어버릴까 봐. 불안에 사로잡히고 마는데.. ...이야기는 아무도 없는 폐건물에서 두 달간의 기억이 사라진 상태로 깨며 시작한다.",O,레진코믹스
68,68,헌터의 약혼자로 살아남기,은나 / 서하,목,로맨스,악명 높은 뱀파이어 헌터 여주 맥시에게 잡힌 여린 초식남 뱀파이어 루이의 목숨을 건 판타지 생존 로맨스,O,레진코믹스
69,69,돌아올 땐 해일같이,티오비,목,액션,어리숙하지만 정직한 이호진 은 악마 같은 김정윤 에게 괴롭힘 당하는 친구를 구하다가 끔찍한 왕따를 당하게된다. 반복되는 폭력 속에 점점 망가져가는 호진. 하지만 작은 물결도 폭풍을 건너면 해일이 되는 법. 과연 호진은 정윤을 이기고 평범했던 일상을 되찾을 수 있을까?,O,레진코믹스
70,70,히어로즈 플랜비,인디고,목,액션,인디고 작가의 틴에이저 히어로물 내츄럴스 가 본격적인 스케일로 다시 돌아왔다.,O,레진코믹스
71,71,일어나서 사랑을 시작해,토너진,목,BL,"호모포비아로 알려진 유명 배우 권태호, 불의의 사고로 의식불명이 되고 만다. 이후 그가 눈을 뜬 곳은 50년이라는 시간이 지난 후, 미국의 병원. 받아들이기 힘든 현실에 혼란스러워하는 태호 앞에 남제영이 등장한다. 제영은 태호를 좋아했지만 태호가 호모포비아라는 것을 알고 마음을 숨기며 다가가는데... 호모포비아인 권태호와 그를 좋아하는 남제영의 아슬아슬한 동거 생활!",O,레진코믹스
72,72,전설의 과학도들,김보통,목,드라마,과학 인재 양성의 메카 카이스트. 이곳에 초자연적인 현상을 탐구하는 오컬트부가 있다? 폐부를 막기 위해 평범한 동아리로 위장한 오컬트부는 뜻하지 않게 재난로봇대회 에 출전하게 되는데...천동설을 믿고 점괘와 부적을 신봉하는 그들이 제대로 된 로봇을 만들 수 있을까? 수호령 뽀삐와 함께하는 오컬트부의 좌충우돌 대회 참전기.,O,레진코믹스
73,73,사랑이라 하기엔 기분나빠,모구스,금,로맨스,"묘한 사건으로 여동생의 친구인 여고생 아리마 이치카와 만난, 바람둥이에 고스펙인 아마쿠사 료는 그녀에게 광적으로 짝 사랑을 하게된다. 한편, 그의 전력투구로 퍼붓는 대시를 일관되게 기분 나빠하는 이치카는 료에게 비난을 날리지만, 료는 꿈쩍도 하지 않는데 .",O,레진코믹스
74,74,하루종일 조아영,김맹,금,일상,201동 202호에는 무뚝뚝하지만 다정한 오빠와 언제나 해맑은 아영이가 삽니다. 귀여운 남매와 엉뚱한 이웃들의 유쾌한 하루하루! 오늘도 아영이와 하루종일 조아영,O,레진코믹스
75,75,라온의 남자,릴리,금,BL,"학창시절 짝사랑했던 라온과 재회한 서우. 내성적인 성격 탓에 쌍둥이 제우에게 대역 플러팅을 부탁한다. 그러나, 관심 없던 제우도 어느새 라온에게 빠져드는데... 달달한 짝사랑에서 시작된 불꽃 튀는 삼각관계. 라온의 마음을 두드릴 사람은 누구? 2반 이희수 릴리 작가의 선물 같은 작품!",O,레진코믹스
76,76,블랙보이,노커,금,판타지,블랙보이와 한스 그리고 카이드락. 용사와 마왕의 불안한 우정 . 어나더월드 노커 작가의 또 다른 다크 판타지!,O,레진코믹스
77,77,조만국의 영화캠프,조만국,금,개그,"생일에는 미역국, 해장에는 북엇국, 영화리뷰는 조만국! 누구든 영잘알로 만들어드립니다. 주의 영화를 이상한 쪽으로 잘 알게 될 수 있음",O,레진코믹스
78,78,레바툰,레바,금,일상,본격 나사 빠진 유해불건전장르불문개그만화.,O,레진코믹스
79,79,친하게 지내자,영일,금,일상,"1인용 삶을 추구하며 살아온 로맨스 소설가 한수씨. 그런 한수씨의 삶에 불쑥 나타난, 시크한 매력 가득한 조카 모나. 철없는 삼촌과 애어른 조카의 기묘한 동거가 시작되었다. 두 사람 사이는 언제 쯤 가까워질까요? 한수씨, 모나, 그리고 매..매력만점 이웃들과 함께 오늘도 내일도 친하게 지내자 !",O,레진코믹스
80,80,삼국지 가후전 R,입개 / 마사토끼,금,드라마,"여러 주인을 바꿔 섬겼고, 음흉한 계책에 거리낌이 없었다. 인간의 마음에 의심을 심는 난세의 책략가이자, 전쟁에서 단 한 번도 패하지 않은 자 그의 이름은 바로 가후. 마사토끼 입개 콤비로 새롭게 만들어지는 진짜 가후전, 그 단단한 재기동!",O,레진코믹스
81,81,제 3 경호팀,카리보,금,액션,최고의 경호팀에 예사롭지 않은 신참이 들어왔다. 생사를 넘나드는 치열한 현장에서 겪는 경호팀의 활약상.,O,레진코믹스
82,82,마들레느가 9번지,진혜리,금,드라마,"어느 날 갑자기 유럽의 동네 제과점에서 일하게 된다면? 행동파 모건 부인, 쿨한 파티쉐 비숍, 아르바이트 겸 작가 지망생 줄리가 꾸려나가는 작은 제과점 이야기.",X,레진코믹스
83,83,매드 독,하리보,금,BL,조폭이라는 집안 내력으로 평범한 일상에 집착하는 하민. 어느 날 하민이 적대 세력에 납치를 당하는 사건이 벌어지자 그의 아버지는 그 옆에 세혁을 붙여 준다. 그런데 튀어도 너무 튀는 세혁. 평범하고 싶은 하민의 일상에 세혁이라는 강렬한 파문이 일기 시작한다.,X,레진코믹스
84,84,나는 너의 귀여운 카피캣!,마롭-믹,금,BL,"편입생 염세민은 복학 첫날 회화 수업에서 자신이 염탐해 온 조요한 과 마주치게 된다. 기쁨과 동시에 양심의 가책을 느낀 세민은 더 이상 요한과 엮이지 않길 바라지만, 그의 바람이 무색하게 요한은 세민에게 접근해 오는데 조요한을 따라하는 카피캣 염세민의 아슬아슬한 3학년 2학기!",O,레진코믹스
85,85,천사의 용도,공사,금,로맨스,"21세기에 악마를 소환한다는 미친놈들에게 납치당했다. 다행히 제물로 바쳐질뻔한 위기의 순간, 벽이 부서지며 얼굴이 천사 같은 남자가 등장! ...그런데 저 구해주러 온 거 아닌가요? 왜 나를 향해 칼을 드는 거죠 ?",O,레진코믹스
86,86,A와 B의 초상,두긍,금,BL,"어떤 저택의 괴기한 소문이 흐르는 마을. 그 속의 평범한 남고생 윤 는 갑작스러운 편지 한 통으로 이별통보를 받게 된다. 그 속내와 본심을 알기 위해 전 여자친구의 흔적을 더듬어가는 와중, 조금은 어둡고 이상한 도서부원 신 와 친해지게 되는데... 제1회 레진코믹스 공모전 대상 수상작!",O,레진코믹스
87,87,황룡전[개정판],오늘만 사는 형제,금,BL,해당 작품은 황룡전 성인 버전의 일부 장면을 수정한 개정판입니다. 도진의 유일한 가족인 누나와 소중한 보물인 그녀의 딸 명주. 명주의 생일 날 집에 돌아가던 도중 불의의 사고를 당한 도진은 유국이라 불리는 세계에서 눈을 뜬다. 도진을 황제라고 부르는 사람들 그리고 도진을 지키기 위해 이 세계로 불러드린 황룡. 황룡은 도진에게 황제가 되어 정기 를 나눠 준다면 원래 있던 세계로 보내준다고 말하는데,O,레진코믹스
88,88,심펭져스,김보통,금,드라마,"국민들의 건강을 책임지는 건강보험심사평가원! 정체를 알 수 없는 누군가의 음모로 위기에 빠진 심평원을 구하러 나타난 전설의 트리오, 심펭져스! 그들은 심평원에 평화를 찾아줄 것인가?",O,레진코믹스
89,89,나와 호랑이님,윤재호,금,판타지,평범한 학생이었던 성훈은 어느날 자신이 환웅에게 선택받지 못한 호랑이 요괴와 결혼을 하지 않으면 온세상이 요괴로 덮히게 된다는 것을 듣게 되고.. 미소녀로 변한 호랑이와의 기묘한 동거가 시작된다.,O,레진코믹스
90,90,에로만화부!,Canaria / 공란,금,학원,에로만화부라 해서 오해할 수 있는데 그 오해가 맞다!! 에로만화를 숭배하는 부장 상열과 에로만화 제외 모든 만화를 좋아하는 선정. 그리고 부의 존속을 위해 모여드는 개성 강한 부원들이 함께 만들어가는 학원 러브 코미디 에로만화부!,O,레진코믹스
91,91,2주간 재워주세요,은하이,금,드라마,"아저씨, 저 좀 재워주세요. 얼떨결에 19세 가출 소녀 ? 와 동거를 하게 된 김기범. 그의 목표는 내보낸다. 내일은 무슨 일이 있어도 기필코 내보낸다!!!! 당돌한 가출 소녀 유수현과 오지라퍼 대학생 김기범. 서로를 알아가는 2주, 그 사이에 벌어지는 말랑따뜻한 이야기가 시작됩니다!!",O,레진코믹스
92,92,코디해드립니다!,"에이, 제이 / 영현",토,BL,"연우는 고민이 있다. 학과에 잘생긴 것으로 소문이 났기 때문이다, 이름만 잘생긴 것으로! 이름과 달리 주눅 들고 칙칙해 보이는 자신의 모습에 좋아하는 사람에게 다가가지 못하는 연우. 그러다 코디를 해준다는 전단을 보고 지푸라기 잡는 심정으로 전단의 연락처, 재희에게 부탁하게 되는데! 알고 보니 안경 미남 연우와 그런 연우를 뮤즈 삼아 코디하는 재희의 성장 힐링 러브 뭐, 그런 이야기입니다! 어서 오세요, 코디해드립니다! !",O,레진코믹스
93,93,BJ 엘프의 요리 채널,변태너구리,토,개그,"마왕이 죽고 820년 뒤, 세계는 비약적인 기술의 발전을 이루었고, 지금 가장 인기있는 직업은... 개인 방송 스트리머 였다! 자칭 우주 최강 엘프 아이돌 에린 과, 요리연구가 오크 벨 이 펼치는 좌충우돌 요리 방송 프로그램 엘프의 요리 채널 ! 지금 시작합니다!",O,레진코믹스
94,94,클라우드,김파스,토,BL,짝사랑하는 찬일이의 사진을 모으는 것이 취미인 하늘이. 그러나 실수로 같은 반 실장인 현운이에게 들키고 만다. 하늘은 착하고 모범생인 현운이 비밀을 지켜줄 것이라고 기대하지만... 왜인지 현운이 손안에서 놀아나는 것 같은데...?,O,레진코믹스
95,95,"꽃은 꽃으로, 잎은 잎으로",해표 / 골지,토,로맨스,"재벌가 첩의 딸로 태어난 홍설영은 갖은 핍박에도 굴하지 않고 떳떳하게 자리를 잡아가고 있던 중, 부모님이 갑자기 교통사고로 돌아가시게 되고 설영 또한 자살을 가장한 죽음을 맞이하게 된다. 설영은 눈을 감는 순간까지 홍씨 일가를 저주하는데.... 그러다 갑작스레 의식이 돌아온 설영, 눈을 떠보니 시대극 드라마 세트장을 연상케 하는 배경이 눈에 들어온다...? 그리고 머리는 언제 이렇게 길어진 거야?! 설상가상으로 자신을 아씨 라고 부르는 소녀까지....? 다른 차원에서 홍설영 이 아닌 장설영 으로 눈을 뜬 설영의 속시원한 복수극이 시작된다!",O,레진코믹스
96,96,무명의 등불,이재,토,드라마,"부패한 왕실과 오랑캐의 침략으로 울부짖던 조선, 여자아이 두 명이 임금과 역적의 운명을 같이 타고 태어난다. 혼란스러운 시대를 밝히는 등불이 될 것인가. 그 불에 타 재가 되는 나방이 될 것인가. ...새로운 역사가 시작된다! 짜임새 있는 스토리라인을 보여줬던 은사 이재 작가의 기대신작!",O,레진코믹스
97,97,작전본부 : 우리 집,청혈구,토,드라마,"택배기사로 근근이, 하지만 부지런히 살고 있는 전상우, 10년 전 사라진 아버지가 유산으로 남겼다는 집에서 살게 되었다.. 그리고 집에 들어간 바로 그날 밤에 들이닥친 비밀요원들! 뭐? 나를 인질로 삼겠다고? 뭐?! 우리 집에 잠복하며 마약조직을 잡겠다고?! 갑자기 생긴 것도 모자라 갑자기 작전본부가 돼버린 우리집!!",O,레진코믹스
98,98,불멸의 날들,허긴개,토,액션,"오랜 연구 끝에 인류는 더이상 죽지도 다치지도 않게 된다. 하지만 언제나 돌연변이는 존재하는 법. 죽을 수 있는 존재로 태어난 멸 은 불사의 사람들 사이에서 갖은 고생을 하며 살아간다. 외로이 고군분투를 하며 지내던 때, 멸은 자신과 같은 돌연변이 해결사 필 을 만나게 된다. 그리고 필은 자신과 같이 일을 하자며 멸에게 구애 ? 하는데. 안전지상주의 멸 과 한탕주의 필 , 이 조합 과연 괜찮은 걸까?",O,레진코믹스
99,99,데우스 바드 마키나 2 : 선택받은 잡것,죽은고양이 / 폴빠,토,판타지,"전쟁 임박! 어둠의 군세를 막을 방법은 단 하나, 그것은 빛과 함께 나타날 구원자의 존재! 그건 님들 사정이잖아! 난 내일 아침에 전역할 예정이었다고!! 전역 전날 판타지 세계로 떨어져버린 말년 병장 철수의 이세계 군대 깽판 수난기..!!",O,레진코믹스
100,100,최강! 중2병 그녀,영식,토,드라마,"멸망한 세상에서 살아남는 세 가지 방법이 있다. 그 중 하나는 눈에서 레이저를 내뿜는 중2 소녀에게 빌붙는 것이고, 나머지는",O,레진코믹스
101,101,백억년을 자는 남자,수사반장,토,드라마,"하루에 3시간만 자도 정상 생활이 가능한 35세 양승조씨. 남들보다 5시간씩 남는 잠시간을 온전히 자신을 위해 써왔고, 그 사이에 사랑하는 아내와 자식들, 그리고 훌륭한 직장과 동료들과 함께 하게 되었다. 그러나, 36세 생일날 잠에서 깬 그의 인생은 크게 뒤틀리는데... 김철수씨 이야기 수사반장 작가의 장대한 대우주 서사시!",O,레진코믹스
102,102,메리 고 라운드,나솔,토,로맨스,"열아홉의 우리. 콤플렉스 투성이었던 나와 염치 없이 사랑스러웠던 너희들. 아무것도 할 수 없어 비참했지만 무엇이든 가능할 거라 믿었기에 즐거웠던 그때 그 찬란한 시절로, 메리 고 라운드.",X,레진코믹스
103,103,내가 원하는 건,정,토,로맨스,"전쟁 같은 수강신청의 날, 미설은 실수로 어떤 남학생의 수강 신청을 망쳐버리게 되고... 죄책감에 다시는 마주치지 않기를 바랐건만, 운명처럼 교양강의 옆자리에서 마주치는데?! 비밀스러운 짝사랑 정 작가님이 선사하는 악연과 인연이 넘쳐나는 대학교 로맨스!",X,레진코믹스
104,104,천지해,핑푸,일,판타지,"천계에 올바른 질서를 가져오기 위해 초대 옥황상제가 12지, 십장생, 오방신의 대표를 한 명씩 모아만든 기구 천지해. 이 조직에 황룡의 대표로 참가하게 된 수습 천지해 륜. 그녀가 첫 출근에서 보게된 천지해의 모습이란...? 다양한 종족이 부대끼며 살아가는 천계를 배경으로 벌어지는 특무기관 판타지 드라마.",O,레진코믹스
105,105,타임라인,헛들,일,드라마,"화려한 패턴이 돋보이는 ? 일바지의 고장에서 자란 하윤, 패션디자인학과에 합격! 열정, 우정, 그리고 애정으로 가득할 줄 알았던 그녀의 스무살은, 타임라인의 게시글 하나로 무너질 위기에 처하는데...!",O,레진코믹스
106,106,상상당 한의원,서영애,일,드라마,까마귀 깃털..? 다람쥐 꼬리털..?? 범상치 않은 재료들이 넘쳐나는 상상당 한의원 에서 알바를 하게 된 취업준비생 연진과 까칠한 약제사 치우! 그리고 선글라스 낀 침술천재 원장님까지!! 이들의 삐걱거리는 팀워크로 환자들의 아픔을 치료해가는 이야기. 제4회 세계만화공모전 우수상 수상작!,O,레진코믹스
107,107,부랄친구,한라감귤,일,개그,"낭랑 18세의 지은은 길건너 옆집에 사는 민철과 10년도 더 된 부랄친구다. 남녀사이에 친구는 없다지만 꾸준히 둘은 친구임을 주장하고 있기를 10여년.. 하지만 아침에 함께 등교, 하교도 같이, 아프면 병문안, 놀러갈 때도 단둘이.. 이런 둘이 정말 단순한 친구 사이로 남을 수 있을까..? 사랑보다 먼 우정보다는 가까운 지은과 민철의 미묘한 학원일기 부랄친구 !",X,레진코믹스
108,108,달토끼와 안드로이드,"뉴꼬, 개호주",일,개그,영재소녀 세오는 고등학생이 되자 에 스카우트 되어 달을 가게 된다. 오랫동안 세오를 짝사랑했던 연우는 그녀가 남기고 간 연구소를 관리하기로 한다. 그녀의 환심을 사기 위해 연구소를 청소하던 중 수상한 캐비닛을 발견한 연우. 호기심을 참지 못하고 열고 만다. 경고음 소리와 들리는 익숙한 목소리는 세오...투?!,O,레진코믹스
109,109,안아줄게 (Burn It),west dog alcohol / HYEYA,일,드라마,"네가 좀비가 돼도, 내가 너를 안아줄게 와이와 보민은 좀비에게 쫓기면서도 서윤을 구하기 위해 백방으로 노력한다. 하지만 그 끝에서 서윤은 안타까운 모습으로 변하는데.. 골든차일드 신곡 뮤비 기념 웹툰화 프로젝트!",O,레진코믹스
110,110,정당한 기만,진5,일,BL,"3년 내내 네 비위 맞추느라 죽는 줄 알았어. 헤어지자. 존재감 없는 날 굳이 좋아했던 너. 그런 너에게 잘보이기 위해 나에게 친절을 베풀던 아이들. 모두가 지겨웠다. 진정성 없는 관계에 질린 희재는 그렇게 소민에게 이별을 통보했지만.. 1년 후 대학에서 우연히 소민과 재회하고, 희재가 좋아하는 은준이 형이 소민에게 관심을 보이는데..!",O,레진코믹스
111,111,명동젠틀맨,직가 / 미스와플,일,드라마,"오랜 역사와 전통을 자랑하는 명동 양복점 거리. 하지만 기성복의 시대로 접어들며 거리는 위기를 맞이하고, 급기야 각기 다른 방식을 찾아 이를 타개하고자 한다. 그런 와중 젠틀맨, 본, 양복점은 서로 다른 개성의 조수들을 고용하게 되는데... 과연 명동 양복점 거리는 이들과 함께 새로운 전성기를 맞이할 수 있을까?",O,레진코믹스
112,112,기절소녀 하나미!,호이,일,로맨스,기절까지 앞으로 30초! 어릴 적 좋아하는 남자에게 고백했다가 비참하게 차인 하나미는 그 트라우마로 좋아하는 사람 앞에만 서면 기절하게 된다. 고교 입학식에서 첫눈에 반한 선배에게 고백하려는 하나미의 치밀한 계획. 그 계획 속으로 아역배우 출신 대스타 가 끼어드는데 과연 그녀는 고백에 성공할 수 있을까?!,X,레진코믹스
113,113,데스크레센도,턱시도펭귄 / 빌뱅,일,드라마,"뛰어난 실력에 비해 좀처럼 뜨지 못하는 음악청년 조지. 음악의 악마 피스와의 계약 덕에 조지는 유명해지지만, 계약의 대가가 자신의 목숨이었음을 뒤늦게 알게 된다. 그리고 점점 줄어드는 오선지 위의 데크레센도처럼, 바뀐 세상은 조지의 목을 점점 조여오기 시작하는데!",O,레진코믹스
114,114,여우비 내리는 날에,이하안 / 우시목,일,학원,어린 시절 한새벽 앞에 나타난 윤슬. 그녀는 여우비처럼 예고 없이 나타났다가 예고 없이 떠나버린다. 시간이 흘러 또다시 나타난 윤슬. 그리고 지금은 앞집에 사는 이웃이 되었는데...?!,O,레진코믹스
115,115,아버지의 집밥,고리타,일,드라마,"평생 부엌 근처엔 가본 적도 없는 72세 고하응씨는 45년 간 부엌에 갇혀 밥만 지어온 아내 안순애의 고마움도 모른채 삼시세끼 까탈스레 집밥만 찾는다. 어느날 아내가 사고로 레시피에 대한 모든 기억을 잃어버리고, 남편 고하응은 난생 처음 집밥에 도전한다. 그러나, 고하응씨가 고생 끝에 만든 된장찌개를 맛본 아내는 집밥과 인생, 가족, 그리고 진심이 맛깔나게 버무려진 아버지의 집밥 !",O,레진코믹스
116,116,펀칭머신,늴릴,일,액션,"장인이 만든 세 대의 펀칭머신 테네, 루미나, 게헨나. 이 기계들은 펀칭한 대상에게 신비로운 힘을 불어넣어 주는 문명을 초월한 이기였다. 하지만 그 중 테네가 도난당하자 의구심을 품은 장인의 손녀딸 김선선은 직접 그것을 찾아 나서기로 결심하는데",O,레진코믹스
117,117,제5열 Born to kill,스튜디오웨이브 / 김성종,일,액션,"상하이 암살단 살수계 의 서열 1위 킬러인 다비드 킴. 어느 날, 계주의 명령으로 다비드는 중국 최대 기업 양가집단의 총수를 암살한다. 하지만 이 일 이후로 그는 함정에 빠져 동료를 죽인 배신자이자, 동시에 1000만 달러짜리 살인의뢰의 표적이 돼 다른 살수계원들로부터 쫓기는 몸이 되는데 . 원작 김성종 소설 제5열",O,레진코믹스
118,118,표준규격전사,오솟,열흘,개그,지극히 정상적인 ? 그들의 표준적인 모험 이야기가 시작된다!,O,레진코믹스
119,119,지젤 씨의 피[개정판],이연지,열흘,판타지,해당 작품은 지젤 씨의 피 성인 버전의 일부 장면을 수정한 개정판입니다. 네이슨 가 당주의 정숙한 아내가 되어 꼭두각시로 살아가던 지젤은 우연히 발을 디딘 지하에서 아름다운 모습을 한 소년에게 피를 빨리게 된다. 불행했던 그녀의 삶에 나타난 피를 마시며 자라는 꽃 이라고 불리는 흡혈귀. 지젤은 남편의 눈을 피해 위험한 만남을 가지기 시작하는데..,X,레진코믹스
120,120,프릭-퀀시,Sakon / Xero,열흘,판타지,"손냐의 오빠 마일로 는 갑자기 사라지고 유일한 단서라고는 이상한 문자 한통. 손냐는 수소문 끝에 갑작스럽게 서비스 종료된 인기작 , 와 마일로의 사라짐이 관련 있다는 사실을 알게 된다. 또 알게 된 사실은 를 접했던 많은 유저들이 사라지고 있다는 것과 게임이 가상공간에 국한되어 있지 않다는 것! 사라진 마일로를 찾기 위해 손냐는 어쩔 수 없이 이 게임에 참여를 해야 하는데... 제3회 세계만화공모전 우수상 수상작!",X,레진코믹스
121,121,박씨유대기,슬라정,열흘,개그,"평범한 남학생 박남주는 같은 반의 큐트한 여학생 박여주에게 끌린다. 하지만 그녀의 정체는 상상도 할 수 없는...! 극강의 연재처 선정능력 보유자, 초딩이지만 우리 사귀어요 슬라정 작가의 레진 데뷔작! 레진은 여기까진가, 아니면 이제부터인가...!",X,레진코믹스
122,122,도깨비도 수풀이 있어야 모인다[개정판],신,열흘,BL,해당 작품은 도깨비도 수풀이 있어야 모인다 성인 버전의 일부 장면을 수정한 개정판입니다. 매일 밤 귀신이 오는 것도 모자라 죽을 운명에 처하게 된 주은재 . 교통사고 직전의 그를 실수로 구한 도깨비 산 은 저승 명부를 어지럽힌 대가로 은재의 목숨을 책임지게 되는데... 떨어질 수 없는 두 사람 사이에서 싹트는 감정은?,O,레진코믹스
123,123,던전 속 사정[개정판],레바,열흘,판타지,해당 작품은 던전 속 사정 성인 버전의 일부 장면을 수정한 개정판입니다. 마물을 물리치고 얻게 되는 전리품. 그 용도의 새로운 ? 해석으로 인해 재구축된 대륙에 처음 발을 들인 한 소녀는 여러 황당한 사건들을 겪으며 성장해 나가는데... 레바툰 에 이은 레바 작가의 액션개그판타지!,O,레진코믹스
124,124,"튀어나왔어요, BL만화!",마롭-믹,열흘,드라마,"슬럼프로 인해 휴재에 들어간 작가 육번 필명 앞에 그의 만화 네버엔딩 튜토리얼 의 주인공인 권세도가 나타난다. 같은 시각, 자격증 시험공부는 뒤로한 채 만화를 보며 놀고 있는 휴학생 박세영 앞엔 같은 만화의 또 다른 주인공 이장원이 나타나게 되고, 갑작스럽게 만화 속 두 주인공과 얽히게 된 두 사람의 일상은 조금씩 달라지는데",O,레진코믹스
125,125,포젯션,Happykwak,열흘,판타지,인간계 저 아래의 지하왕국 저저저 에서는 17대 대왕의 갑작스런 하야 선언으로 새로운 왕을 뽑는 대회가 시작된다. 급 죄수이자 폐위된 반쪽왕자 제트 도 아버지의 명에 따라 여기에 참가하게 되는데... 뭣이라? 대왕이 되려면 저 찐따를 지켜야 한다고?! 각자에게 주어진 왕좌의 징표 를 지키기 위한 지하인들의 각축전 속에서 과연 제트가 지켜야 할 징표 는 무엇일까?,O,레진코믹스
126,126,비 마이 게스트[개정판],영모 / 티오비,열흘,로맨스,"해당 작품은 비 마이 게스트 성인 버전의 일부 장면을 수정한 개정판입니다. 뜨거운 여름, 오키나와에 배낭여행을 간 연우가 바다에 빠진 것을 계기로 머물게 된 게스트 하우스 유루리 . 연우를 구해준 일본인 훈남과 더불어, 자유로운 삶을 즐기는 다른 숙박객들. 모래와 땀이 섞이는 이곳으로 오세요! 래빗홀 의 영모 작가와 돌아올 땐 해일같이 의 티오비 작가의 핫한 신작!",O,레진코믹스
