,title,day,genre,story,platform,Thumbnail
150,오피스텔,완결,,자신이 가장 익숙하고 편안한 장소는 집. 그곳에 나 아닌 다른 존재가 느껴진다면?,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1912/c2/2x/f9778be0-3286-4a62-aa92-60c2014d81c2
151,네 살 차이,완결,,"궁합도 안 본다는 네 살 연상녀, 연하남. 성격도 취향도 다른 우리는 좋은 짝이 될 수 있을까?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1563/c2/2x/f9dcf95f-22d0-4758-84e8-ca37efd245d7
152,들쥐,완결,,십년 간 집에서만 살던 남자의 십년 만의 외출,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1345/c2/2x/d02a118c-52c2-41e4-8c35-a3b3dae275f7
153,대디보이,완결,,자타 공인 최고의 인기남 한강. 연예인으로 데뷔하고자 하는 그에게 일생일대의 사건이 벌어진다,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1418/c2/2x/8de26ed7-5959-4580-a385-ec3c88be4896
154,체이서,완결,,기억을 잃어버린 네드일행과 그를 쫓는 체이서들간의 코믹액션모험활극!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/107/c2/2x/cbe2cc47-948f-48b5-977e-6f00d50d2c0d
155,나와 그녀삼신과 호러맨스,완결,,재수없이 휘말린 사건을 해결하기 위해 뭉친 겁쟁이와 초보삼신!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1688/c2/2x/a72b719d-4b29-4670-b814-cd6cd99dbb3d
156,Go Bananas,완결,,언제나 걸려오는 발신자 표시 제한 전화. 두 달 전 나를 매몰차게 버린 그녀일까? 아니면,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1899/c2/2x/d6ef6354-db9b-403a-a831-d343ecf93d01
157,조숙의 맛,완결,,초등학생으로 살아간다는 건 어려운 일이다. 엄마가 교체된다면 더욱 그렇다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1730/c2/2x/2c1956fd-e9b9-4314-918b-b818718afed7
158,달에 사는 사람들,완결,,"등골이 오싹하려던 찰나, 몸에서 벌레 기어 다니는 소리가 들린다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1503/c2/2x/7f3074d3-af02-47de-ace1-71e475490e88
159,풀 뜯어먹는 소리,완결,,서울 남자와 시골 여자의 몸에 좋고 맛도 좋은 귀촌 라이프,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1258/c2/2x/e21ffed1-bbc8-4405-9f28-4695505d4368
160,유사과학 탐구영역,완결,,"현대판 약장수의 상업논리, 유사과학에 대하여 심층적으로 파헤치는 탐구만화",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1397/c2/2x/d947802b-39e7-49e3-90f0-ae72206bca90
161,노인의 집,완결,,매우 규칙적이고 성실하게 삶을 허비하는 노인의 집에 한 아이가 들어왔다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1460/c2/2x/a516aecd-1a34-4702-8b54-b10c9de164c5
162,밤에 사는 소녀,완결,,암울한 태생의 두 소녀에게서 일어나는 일들과 그들의 행복에 관한 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1710/c2/2x/8aeeeeec-317b-4935-b3f8-27c9eb0262b4
163,트라이앵글,완결,,"각으로 이루어진 세계, 원 을 찾아 떠나는 모험",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1360/c2/2x/f4e81e6d-fdaf-447d-a49c-01d0ce1fe1cc
164,악연,완결,,"사채빚의 남자, 시체를 유기한 남자, 그리고 상처받은 여자. 그들은 악연이었다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1658/c2/2x/5663fdd4-616e-4f74-bb5d-18a0ca77fa1a
165,머리 위로 부는 바람,완결,,"스무살 봄이 오기도 전, 그리고 2년 후 너를 다시 만났을 때",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1643/c2/2x/1a313707-ebcd-4098-a34b-9068005f6530
166,유치원의 하루,완결,,귀여운 아이들의 유치원 일상,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1133/c2/2x/abfe9040-40de-4840-92ad-0804d30ed4a4
167,"프롬, 스타",완결,,"별이 내리던 그 밤, 우리가 빌었던 소원은 이루어졌을까?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1573/c2/2x/e794ae26-cd1f-4ef7-a5e9-b8d94570fe16
168,51번째 남자,완결,,이과 철벽녀와 그녀를 쫓는 남자들의 고군분투 로맨스!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1696/c2/2x/0e6c6fe6-ecbb-4a7e-977c-bf85964529eb
169,밤의 새벽,완결,,"평범하다 생각했던 것들이 평범한 게 아니었다. 인육을 먹던 소녀, 유야. 그 아이와 산다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1644/c2/2x/5976a725-93bc-434a-90c4-2c3aba9013ca
170,영원한 빛,완결,,기억이 지워지지 않는 끝없는 윤회. 형벌인가 기회인가.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1273/c2/2x/61a5a757-ea2c-4dfd-af60-4d09f1736cb3
171,취준생물,완결,,"힘든 취업난 속 무스펙, 학벌, 인맥을 이겨내고 취직에 성공해야만 한다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1500/c2/2x/b9352cf6-fce1-452b-b8f2-d44ef0268326
172,과격자매단,완결,,개성 강한 자매들의 일상을 파헤친다!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1370/c2/2x/a297bfc8-36c3-44aa-9c7f-567847facc8d
173,대치동 일타강사,완결,,"스승으로 모시기에 좀 애매한 그들, 강남 학원가를 주름잡는 일타강사에 도전하다",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1229/c2/2x/beb6490d-76ae-4cee-b74f-22d2d65efbbc
174,남은 고양이,완결,,남은 고양이의 임무는 내 인간이 나 없이도 튼튼하게 지내도록 만드는 것!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1692/c2/2x/0e776e2c-8321-4817-a586-5769f08cda09
175,시동,완결,,가출청소년의 어설픈 세상 적응기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1145/c2/2x/ce869001-182c-440f-900a-f08b731683eb
176,더블랙LABEL,완결,,굴지의 대기업 내 범죄조직 . 구성원 대부분이 여성인 그 곳에서 벌어지는 여성 느와르,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1495/c2/2x/4e9a528c-6374-4f49-a420-9899e8b93bd4
177,뿔,완결,,"귀신을 보는 소녀, 어느 날 진짜 도깨비를 만나다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/816/c2/2x/7fafe60a-06e9-4b78-b297-55ff341442da
178,마애(磨崖),완결,,국보 마애삼존불입상을 소재로한 바우 장군의 역사 팩션,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1834/c2/2x/cdec8860-69a1-4d58-9610-b56989aa1f41
179,카운터,완결,,고통스러운 기억과 현실에서 벗어나기 위한 차정은과 차혜리의 고군분투,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1655/c2/2x/923c49fa-901c-4ad3-bf8c-eb74a0d28225
180,어떻게든 중간만 간다면,완결,,취준생 재호. 직장인 유나. 한 커플의 이야기.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1374/c2/2x/94e14301-9eb5-4a4d-8b8a-04e4d2914be7
181,젠틀한 야수,완결,,명문 순정고등학교에 전학 온 양순호. 그리고 전학 첫 날! 이 학교엔 정상인이 없다!?,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1835/c2/2x/01884593-b709-4ff3-977a-11d147b3a992
182,보통사이,완결,,별거 아닌 말 한마디에서 시작됐다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1697/c2/2x/88196a9b-ae45-4a6c-b55d-ae2f850aa719
183,나홀로 주부,완결,,살림에 찌든 고교생 주부! 그의 감춰진 일상이 드러난다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1659/c2/2x/cce81fa4-0cb9-4d39-b697-be8516c1c41b
184,화양연화,완결,,겉은 화려하지만 성격은 누구보다 소심한 그녀의 파란만장 캠퍼스 라이프,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1626/c2/2x/13941d67-4b00-4b66-bacb-b7da2e9b2d70
185,단지,완결,,"깨물어서 아프지 않은 손가락은 없다 는 거짓말이다. 나는 단지 , 잘린 손가락.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1800/c2/2x/7287b294-0e33-428c-b8a8-de7989a984d9
186,우정으로 결혼한 소꿉친구,완결,,연애세포 0 이소연과 로맨틱가이 김유신. 23년지기 소꿉친구의 결혼생활 러브코미디,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1437/c2/2x/cd37373e-aff2-4294-99cf-2a886431d671
187,치삼 탐정 사무소,완결,,"폭력을 무서워하는 평화주의자 킬러, 추리보다 주먹이 먼저 나가는 탐정. 그 둘의 이야기.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1674/c2/2x/f30cc13e-82ce-4b91-94fb-c1b3212c797f
188,너도 나랑,완결,,고민투성이인 나에게 가장 큰 고민이 피자 치킨?!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1496/c2/2x/8e13959f-4832-42b2-bb15-68cf4db4f74d
189,1호선,완결,,"5회 다음공모전 대상작. 폐허가 된 서울, 그녀를 찾기 위해 1호선을 따라 걷는다",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1002/c2/2x/67f163d0-a96e-4d85-b184-a8d7127c7fd3
190,다정한 겨울,완결,,자라지 못하는 두 아이의 조금은 특별한 겨울나기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/789/c2/2x/9a9cf0de-e0eb-4e40-b1d3-7b483048c5b6
191,태양의 시,완결,,그토록 찬란했던 태양빛도 영원할 순 없었다. 그리고 남은 건,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1367/c2/2x/5ff90f73-921a-4f74-8ca6-31284288dfce
192,그놈의 스캔들,완결,,"사고뭉치 배우 지강혁과 톱스타 유제아, 그들이 선택한 결혼은?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1409/c2/2x/1f145844-ac98-4e85-bb1b-623980f24add
193,허세남길들이기,완결,,"좋은 차, 좋은 집.. 모든 게 다 있는데, 정작 내 옆엔 네가 없네. 헤어진 여친을 그리워하는 성공한 찌질남의 이야기",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1576/c2/2x/f0eb8f36-336a-4ba3-9abc-453564e40789
194,햄스터와 그녀,완결,,대학생 민규는 햄스터를 들고 다니는 이상한 여자와 엮이게 되면서 악몽 같은 일상을 겪게 되는데...,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1625/c2/2x/5f1e9156-b061-4ff7-8d8e-b3ac51bdfc66
195,샤먼 트리트먼트,완결,,백여 년 전 사라진 신을 찾아 헤매는 무당과 영들의 숨겨진 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1743/c2/2x/c0d6ce77-e010-46a0-8238-37d48757fe8a
196,호아전,완결,,호랑의 여인과 벽안의 귀신이 그려가는 일제강점기 퓨전시대극,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1601/c2/2x/7fd48045-44eb-4361-942c-3ba289aa3a2e
197,말괄량이 길들이기,완결,,카사노바 페트루키오는 까칠한 미녀 카트리나를 유혹해달라는 의뢰를 받는데?,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1481/c2/2x/486ea526-8c28-48d3-9f77-5a80ce428241
198,이웃잔혹사,완결,,복권 당첨금을 둘러싸고 이웃 간에 벌어지는 잔혹드라마,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1615/c2/2x/5f68c5dd-d07a-40f4-9b63-7deff1381be8
199,미래의 시간,완결,,어느날 나도 모르게 나의 과거가 바뀌고 있다. 만화공모대전3 대상 수상작,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1277/c2/2x/18009e7f-05b4-4ab9-bbb2-5583e81262f4
200,빛나는 손을,완결,,혼자에서 우리가 되기 위해 세상으로 뛰쳐 나온 한 소녀의 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1366/c2/2x/4a4fa9cf-12d7-491a-950d-2526cfd63a4e
201,그래도 되는가,완결,,"우리 가족을 괴롭히는 진상 친척들, 그래도 되는가? 만화공모대전2 대상 수상작",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1206/c2/2x/ed8d107b-5c28-4861-a9f2-2e459a650581
202,포 더 프린세스,완결,,이루어지지 않았던 첫사랑을 테마파크 공연단의 파트너로 다시 만나는 동화같은 로맨스,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1420/c2/2x/2527a47d-be73-46d0-9f98-41ab815e4f7d
203,"안녕, 엄마",완결,,엄마가 떠났고 엄마를 만났다. 가깝고도 먼 우리의 이별 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1642/c2/2x/ee1fbe46-be33-4f2f-a253-a6d8559ccfce
204,사생,완결,,"매일 사생팬들에게 시달리던 가수 더키 , 어느 날 돌이킬 수 없는 사건에 휘말린다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1494/c2/2x/237c01ec-be7d-487b-82c1-c275d6fc82e6
205,아귀,완결,,스스로 지옥에 들어가버린 남자 4회 공모전 대상 수상작!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/891/c2/2x/62d74210-1e50-449b-92e0-8a357fc50b77
206,도나스 학교괴담,완결,,기묘한 학교에서 벌어지는 무시무시한 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1364/c2/2x/7c4f6590-0ead-46e9-b86b-da063cc79736
207,이병 일학년,완결,,부푼 마음을 안고 입학한 음대. 그런데 막상 가보니 군대인지 음대인지 헷갈리는 건 내 기분 탓?,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1501/c2/2x/c845f97f-a25e-49bd-88d4-c97e2b87a921
208,환상숲,완결,,"환상들이 모여서 이루어진 숲 환상숲, 그곳에서 벌어지는 신비한 사건들",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1523/c2/2x/8004ce9b-d99b-4861-979e-094969d5c31d
209,지배,완결,,누군가 우리 집을 지켜보고 있다. 어느 순간 베란다를 통해 자신의 집을 지켜보고 있는 누군가를 발견한 주인공. 그날부터 주인공의 주변에서는 믿을 수 없는 일들이 일어나고 그의 일상은 지옥으로 바뀌어간다. 사람이 아닌 듯한 그것들에게서 살아남고 정체를 밝혀내라.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1680/c2/2x/7a919e17-08d8-4d6c-bd92-d6c79b1bc7e1
210,위대한 로맨스,완결,,"사랑에 미치고, 시공을 초월하다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1564/c2/2x/ef4e62e3-f7da-417f-9298-beff4357eea1
211,죽어도 좋아♡,완결,,이루다 주임의 미중년 상사 백 과장. 이 둘 사이에 생긴 묘한 사건,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1202/c2/2x/2d485993-50c0-4a79-951b-5ea1e3a0f54f
212,우리 남매의 일상은,완결,,대한민국 어디에나 있을법한 남매들의 화려한 일상!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1458/c2/2x/3e7d974e-1047-462b-ba39-e8c372baa4c8
213,무능력자,완결,,초능력을 잃어버린 남자와 까칠한 시골 여자의 좌충우돌 동거 로맨스,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1441/c2/2x/198d9586-a102-44d4-828e-11ea048243b1
214,우두커니,완결,,"어느 날, 아버지에게 치매가 왔다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1444/c2/2x/ea35c3d2-d998-47a3-a5e5-7f329df60816
215,옥탑빵,완결,,회사를 그만두고 차린 옥탑방 빵집에서 일어나는 빵냄새 고소한 우리들의 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1421/c2/2x/d6444797-66a8-4bb1-95ab-a7962322d69c
216,간이역에 겨울이 오면,완결,,"취업난을 뚫고 어렵게 인턴 이 되었는데 쓰러질 것 같은 기차역이 웬말? 하지만 전화위복, 두근두근 로맨스가 찾아온다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1288/c2/2x/46d27d9d-2be2-41b5-9d22-7f1cbfe6f0b5
217,다음웹툰 팬클럽 모집,완결,,"가입 미션 4월1일, 창단 발표 4월3일 최대 20만 캐시와 한정판 선물을 드립니다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1650/c2/2x/ef0a2e21-09e5-41a0-90bf-d4fe1e000755
218,박살소녀,완결,,괴물도 때려잡는 최강소녀가 소년을 만났을 때,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1376/c2/2x/5d7d8cb6-f3eb-4c84-bc6a-02ebc3312a2e
219,빈둥빈둥 환타스틱 유럽여행기,완결,,유럽 3개국을 빈둥빈둥 여행한 작가의 좌충우돌 여행기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1645/c2/2x/a6549191-c293-45ff-b817-e68eb60b28f9
220,20세 보고서,완결,,이제 막 성인이 된 초보 20세들의 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1352/c2/2x/014828ef-e608-470b-aea9-c62d5d884001
221,티라레,완결,,재벌 3세 상속녀 도도혜 . 어느 날 갑자기 찾아온 기이한 고통 으로 그녀의 인생은 뒤틀린다!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1341/c2/2x/a5a30312-0bcf-4c5b-abbf-2cce8e231764
222,어제 오늘 그리고 내일,완결,,하얗고 찰지구나 감수성 남다른 두부의 깨알 디테일 라이프,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/940/c2/2x/cfae2399-d3d2-4fd0-9126-888a79f32ebd
223,크리스마스는 쨈과 함께,완결,,"개 로 추방된 악마 제임스, 다시 악마로 돌아가려면 사랑하는 주인을 죽여야 한다?!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1637/c2/2x/f94571f6-405a-4df5-9062-02f44912aa26
224,대작,완결,,최고의 막걸리를 두고 펼쳐지는 신명나는 술 대결!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/194/c2/2x/c73dc592-405e-4794-9140-03acd1b5d880
225,새벽날개,완결,,"오토바이에 앉아 먹고, 오토바이에 기대어 사랑하고, 오토바이 타며 생각하고.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1466/c2/2x/8d3c9dc3-29cf-4232-ad49-0c38f51423d7
226,차이니즈 봉봉클럽 광저우편,완결,,"중국 4대 요리 중 하나 광둥요리, 이번엔 광저우다! 여름방학을 맞아 딤섬 탐험에 나선 차이니즈봉봉클럽! 새우살과 돼지고기 가득한 딤섬 , 여유로운 오후의 차 문화와 바삭하고 향긋한 광둥식 거위구이 , 그리고 각종 산해진미와 광둥식 디저트까지! 입맛 자극할 이야기가 지금 시작된다!",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1595/c2/2x/735b2eda-d5c2-4451-98f2-786e5a8118a5
227,언더그라운드 블러드팩,완결,,"3년 간 생존, 100번의 임무수행 살아남는다면 가족을 살릴 수 있다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1230/c2/2x/3948c204-a198-408b-96a3-e93e0a41f0a0
228,오랑캐,완결,,무림 고수를 사칭하는 무림 초짜의 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1375/c2/2x/a67aecd9-82c4-4ea2-969e-b5f555cee129
229,고양이 마마님,완결,,지금의 당신에게 소중한 시간은 언제인가요? 300년만에 다시 시작된 인연과 악연의 굴레.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1378/c2/2x/76c0ac53-758f-4c19-a056-9f0c82f5be11
230,고등패왕전기,완결,,전설적인 무신 항우와 왕따 소년 유민의 힘겨운 공생과 투쟁! 그리고 사랑의 이야기!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1480/c2/2x/a781b936-a1d4-4833-a409-13a166bd90ef
231,남자친구를 조심해,완결,,"다인과 시현은 같은 반이지만 말 한 번 해보지 않은 어색한 사이. 어느 날, 자신이 미래에서 온 시현이라고 주장하는 낯선 남자가 나타나고 다인과 자신이 미래에서 사귀는 사이라고 주장한다. 다인은 낯선 남자의 말이 믿기지 않지만, 그의 예언이 하나둘 맞을 때마다 점차 신뢰하게 된다. 다인이 시현에게 관심을 보이자 반 아이들 사이에서는 둘이 썸 탄다는 소문이 돌고, 둘 사이에는 미묘한 기류가 감돈다 그러나 시현에게는 구분하기 힘들 정도로 똑같이 생긴 쌍둥이가 있다. 낯선 남자의 정체는 무엇일까...",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/2312/c2/2x/135413df-a85d-4436-aa69-5333bd8ac3be
232,영웅의 변수,완결,,슈퍼히어로를 동경하던 시골청년. 꿈을 이루다!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1410/c2/2x/df6acefa-7eac-44d6-b5a7-f97c96efc771
233,곤조 스트릿 - 갱스터의 시대,완결,,미친 거리에서 벌어지는 파이트 바운서들의 스트릿 파이트,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1469/c2/2x/2d839ffe-e34d-469d-ab05-78cb019cdd15
234,애휴,완결,,서로 잘 모르는 남녀 이야기,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1549/c2/2x/cc2d4369-ae8e-4fb8-a3c8-e02b5dc064a0
235,하면 좋습니까?,완결,,"결혼 해, 말아? 오늘도 골치 아픈 30대 언니들의 통렬한 수다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1465/c2/2x/26bce9c3-2f59-43f0-85e5-b03937845b97
236,헬로 브리,완결,,어느 날 이루어진 이상한 만남. 그러나 별 탈 없이 굴러가는 단순한 사람들,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1346/c2/2x/ccab85cd-174b-4bd4-9569-ae59b97c0710
237,삐꾸래봉,완결,,새끼손가락이 굽어서 왕따를 당하는 래봉이와 친구 은철이의 우정과 배려를 담은 이야기!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1589/c2/2x/403302f0-b482-4823-bfa4-65202507f187
238,얌얌숲 당근길 토요요,완결,,얌얌 소리 가득한 얌얌숲의 동물들이 좀 이상하다.,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1244/c2/2x/35e63f8d-fe19-4423-baf4-6c876fe938a1
239,오리지널 씬2,완결,,"강형규, 역대급 절대악의 귀환! 통쾌한 캐릭터의 혁명은 계속된다",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1400/c2/2x/7b57f281-9c1f-4fc5-b0a2-a94935e6b94e
240,첫사랑은 죽었다,완결,,위기에 빠진 첫사랑을 구하라!!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1201/c2/2x/19295ecd-2abf-497c-941b-b823eb981fb5
241,에스키스,완결,,"여자가 싫은 미대생 정시인 , 그에게도 사랑이 찾아올까?",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1281/c2/2x/aa270ed3-b056-43d2-9552-40eb24471980
242,방랑시인 김삿갓,완결,,"조선 팔도를 유랑하던 김삿갓, 기생 연향과 김판서의 모략으로 고통받는 영월 사람들을 보게 되는데",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1555/c2/2x/b2f7609a-021b-4c59-ac3a-df9c9c1a0c41
243,오만상과 편견,완결,,매 순간마다 오해와 편견으로 부딪히는 남녀의 로맨스!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1359/c2/2x/25ea4179-2551-49c6-b5f3-1bb35754af92
244,강도,완결,,"들개들, 벼랑 끝에서 아귀떼를 만나다.",카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1384/c2/2x/daaa352d-a5b4-40f9-bf67-71d4da6e96eb
245,익명의 독서중독자들,완결,,들고 읽어라!,카카오웹툰,https://kr-a.kakaopagecdn.com/P/C/1445/c2/2x/899dcaa7-5b41-4148-856f-03317866b3c3
